Quantity,Hardware Description with Size,Grade,Length (in)
160,"SS 1""-8 Hex Bolt",ASTM A307 Grade A,10.92
150,"Aluminum 3/4"" Turnbuckle",SAE Grade 5,16.843
39,"SS 1/4""-20 Hex Bolt",ASTM A354 Grade BC,14.929
61,"ASTM A502 3/4"" Solid Rivet",ASTM B8M Class 2,8.819
11,"SS 3/4""-10 Hex Bolt",SAE J429 Grade 8,15.715
4,"ASTM A307 3/4"" All Thread Rod",SAE J429 Grade 5,18.758
191,SS M12x1.75 Hex Bolt,ASTM F1554 Grade 55,11.968
36,"ASTM F1554 5/8"" Anchor Bolt",SAE J429 Grade 8,2.134
178,"Steel 3/4"" Turnbuckle",SAE Grade 8,0.807
190,ASTM A307 M12 All Thread Rod,ASTM A354 Grade BC,15.357
119,"SS 3/4""-10 Hex Bolt",ASTM B8M Class 2,14.46
167,SS M8x1.25 Hex Bolt,SAE J429 Grade 8,0.546
140,"ASTM A307 1/2"" All Thread Rod",ASTM A490,10.656
93,"ASTM F1554 5/8"" Anchor Bolt",ASTM F1554 Grade 36,0.276
50,"ASTM A307 1/2"" All Thread Rod",SAE Grade 5,19.391
3,SS M10x1.5 Hex Bolt,ASTM B8M Class 2,13.962
35,"SS 1/2"" Flat Washer",ASTM A325,2.812
78,"SS 1""-8 Hex Bolt",ASTM A354 Grade BD,13.512
27,"SS 1/2""-13 Hex Bolt",ASTM A307 Grade B,6.792
82,"ASTM A307 1/2"" All Thread Rod",ASTM F1554 Grade 55,1.14
76,SS M10x1.5 Hex Bolt,SAE Grade 8,7.087
25,"SS 1/2"" Flat Washer",ASTM A307 Grade A,8.342
166,"SS 1/2""-13 Hex Bolt",SAE J429 Grade 2,6.006
121,"ASTM F1554 5/8"" Anchor Bolt",ASTM A307 Grade A,15.432
160,"Aluminum 5/8"" Turnbuckle",ASTM A490,2.99
84,"SS 1""-8 Hex Bolt",SAE J429 Grade 8,17.233
138,"A563 5/8"" Heavy Hex Nut",ASTM A325,6.98
38,"A563 3/4"" Heavy Hex Nut",SAE J429 Grade 5,9.568
149,"SS 3/8""-16 Hex Bolt",SAE Grade 8,14.463
95,"ASTM A449 1/2"" Stud",ASTM A490,7.093
178,"ASTM F1554 3/4"" Anchor Bolt",ASTM A354 Grade BC,5.287
85,"SS 1/2"" Flat Washer",ASTM A307 Grade B,16.842
86,SS M8x1.25 Hex Bolt,SAE J429 Grade 5,18.759
52,"SS 3/4""-10 Hex Bolt",ASTM A354 Grade BC,14.188
119,"Aluminum 5/8"" Turnbuckle",ASTM B8 Class 1,18.038
30,"SS 1/4""-20 Hex Bolt",ASTM A325,14.301
75,"ASTM A502 3/4"" Solid Rivet",ASTM F1554 Grade 105,16.175
117,"ASTM A449 1/2"" Stud",SAE J429 Grade 2,12.119
129,"Aluminum 5/8"" Turnbuckle",ASTM A354 Grade BD,5.404
175,"Steel 5/8"" Turnbuckle",ASTM A490,3.726
3,"SS 1""-8 Hex Bolt",ASTM A354 Grade BC,12.74
3,"SS 1/2"" Flat Washer",ASTM F1554 Grade 36,12.729
10,SS M12x1.75 Hex Bolt,SAE J429 Grade 2,0.255
181,"ASTM A307 1/2"" All Thread Rod",ASTM B8M Class 2,14.817
176,"ASTM F1554 3/4"" Anchor Bolt",ASTM F1554 Grade 55,3.403
44,"Aluminum 5/8"" Turnbuckle",ASTM A307 Grade B,3.307
79,"Aluminum 5/8"" Turnbuckle",ASTM F1554 Grade 36,8.825
91,"SS 5/8""-11 Hex Bolt",ASTM A307 Grade B,1.548
141,"Aluminum 3/4"" Turnbuckle",ASTM A325,19.784
172,"Aluminum 5/8"" Turnbuckle",ASTM A354 Grade BD,13.523
125,"ASTM A502 3/4"" Solid Rivet",ASTM F1554 Grade 36,17.863
128,"ASTM F1554 3/4"" Anchor Bolt",SAE Grade 8,0.142
189,"Steel 3/4"" Turnbuckle",ASTM B8 Class 1,15.028
143,"SS 3/4"" Flat Washer",SAE J429 Grade 5,11.417
75,SS M12x1.75 Hex Bolt,ASTM B8M Class 2,12.34
82,"ASTM A307 3/4"" All Thread Rod",ASTM A354 Grade BD,10.83
156,"ASTM A502 1/2"" Solid Rivet",ASTM F1554 Grade 36,6.365
40,"Steel 3/4"" Turnbuckle",SAE Grade 8,14.487
176,"SS 3/8""-16 Hex Bolt",ASTM A354 Grade BC,0.367
92,ASTM A307 M12 All Thread Rod,ASTM F1554 Grade 105,12.763
88,"SS 1/2"" Flat Washer",ASTM A490,8.267
75,"ASTM A449 3/4"" Stud",ASTM A490,16.736
102,"Steel 5/8"" Turnbuckle",SAE J429 Grade 5,13.711
85,ASTM A307 M12 All Thread Rod,ASTM B8M Class 2,4.636
30,"SS 3/4"" Flat Washer",ASTM A490,17.169
199,SS M12x1.75 Hex Bolt,ASTM F1554 Grade 105,0.75
123,"Steel 5/8"" Turnbuckle",ASTM F1554 Grade 36,17.112
126,SS M16x2.0 Hex Bolt,ASTM A490,4.633
10,"A563 3/4"" Heavy Hex Nut",SAE Grade 5,14.165
114,"SS 3/4"" Flat Washer",SAE Grade 8,9.608
150,SS M10x1.5 Hex Bolt,ASTM A490,0.179
72,"SS 5/8""-11 Hex Bolt",ASTM B8M Class 2,12.11
83,"ASTM A449 1/2"" Stud",SAE J429 Grade 8,4.432
184,"Steel 3/4"" Turnbuckle",ASTM F1554 Grade 36,2.28
198,ASTM A307 M12 All Thread Rod,ASTM F1554 Grade 55,15.743
41,"Aluminum 3/4"" Turnbuckle",ASTM F1554 Grade 105,12.641
181,"Aluminum 5/8"" Turnbuckle",ASTM B8M Class 2,11.736
165,"SS 1""-8 Hex Bolt",SAE J429 Grade 5,19.193
178,ASTM A307 M12 All Thread Rod,ASTM B8M Class 2,15.811
121,"ASTM F1554 5/8"" Anchor Bolt",SAE J429 Grade 5,5.767
37,"ASTM F1554 5/8"" Anchor Bolt",SAE J429 Grade 2,9.747
113,"SS 3/4"" Flat Washer",ASTM A354 Grade BD,7.85
94,"Steel 5/8"" Turnbuckle",SAE J429 Grade 5,6.901
11,"ASTM A502 1/2"" Solid Rivet",SAE J429 Grade 8,5.602
75,SS M10x1.5 Hex Bolt,ASTM B8M Class 2,3.674
142,"Steel 3/4"" Turnbuckle",SAE Grade 5,14.503
104,"SS 3/4"" Flat Washer",SAE J429 Grade 8,6.93
52,"ASTM A502 1/2"" Solid Rivet",ASTM A354 Grade BC,4.271
61,"ASTM A307 1/2"" All Thread Rod",ASTM A354 Grade BD,5.904
14,"SS 3/4"" Flat Washer",ASTM F1554 Grade 36,15.258
82,"A563 3/4"" Heavy Hex Nut",ASTM A307 Grade B,8.148
67,"ASTM A502 3/4"" Solid Rivet",ASTM F1554 Grade 36,4.589
155,"Aluminum 5/8"" Turnbuckle",ASTM F1554 Grade 105,2.386
100,"Steel 5/8"" Turnbuckle",ASTM B8 Class 1,9.423
30,"SS 1/2"" Flat Washer",ASTM F1554 Grade 36,12.694
130,SS M10x1.5 Hex Bolt,ASTM B8M Class 2,6.793
106,SS M16x2.0 Hex Bolt,ASTM A354 Grade BC,11.327
109,"ASTM A502 3/4"" Solid Rivet",ASTM A307 Grade A,8.856
41,"ASTM F1554 3/4"" Anchor Bolt",ASTM A490,7.748
108,"SS 1/2"" Flat Washer",SAE J429 Grade 8,12.088
90,"Steel 3/4"" Turnbuckle",SAE J429 Grade 2,17.852
150,"ASTM A307 1/2"" All Thread Rod",ASTM F1554 Grade 55,4.972
163,"ASTM A502 3/4"" Solid Rivet",SAE Grade 5,10.215
67,"SS 3/4"" Flat Washer",ASTM F1554 Grade 36,17.698
194,"Steel 5/8"" Turnbuckle",ASTM B8M Class 2,4.784
145,"SS 1/2""-13 Hex Bolt",ASTM F1554 Grade 55,19.194
191,"ASTM F1554 3/4"" Anchor Bolt",ASTM F1554 Grade 55,6.904
126,ASTM A307 M12 All Thread Rod,SAE Grade 5,0.252
178,ASTM A307 M12 All Thread Rod,ASTM A490,6.137
138,"ASTM A449 1/2"" Stud",SAE J429 Grade 8,4.508
1,"ASTM A449 3/4"" Stud",ASTM B8 Class 1,1.69
129,SS M10x1.5 Hex Bolt,SAE J429 Grade 8,14.183
175,"ASTM A307 3/4"" All Thread Rod",ASTM F1554 Grade 55,17.746
17,"ASTM A502 1/2"" Solid Rivet",ASTM B8 Class 1,10.437
150,ASTM A307 M12 All Thread Rod,SAE J429 Grade 8,0.727
47,SS M8x1.25 Hex Bolt,SAE Grade 5,3.145
13,"A563 5/8"" Heavy Hex Nut",ASTM A490,11.675
100,"ASTM A307 3/4"" All Thread Rod",ASTM B8M Class 2,4.73
15,SS M12x1.75 Hex Bolt,ASTM F1554 Grade 36,12.177
192,"ASTM A502 1/2"" Solid Rivet",ASTM A354 Grade BD,17.747
79,"ASTM A307 3/4"" All Thread Rod",SAE Grade 8,10.422
47,"ASTM F1554 3/4"" Anchor Bolt",ASTM B8M Class 2,14.707
76,"ASTM A307 3/4"" All Thread Rod",ASTM F1554 Grade 55,4.65
63,SS M16x2.0 Hex Bolt,ASTM A354 Grade BD,17.6
127,"SS 3/4"" Flat Washer",ASTM A307 Grade B,2.533
16,SS M10x1.5 Hex Bolt,SAE J429 Grade 2,0.32
171,"ASTM A502 1/2"" Solid Rivet",ASTM A354 Grade BC,1.681
12,"SS 1""-8 Hex Bolt",ASTM A307 Grade A,9.046
106,"SS 3/8""-16 Hex Bolt",ASTM F1554 Grade 36,18.013
24,"Aluminum 3/4"" Turnbuckle",SAE Grade 8,3.133
58,"SS 3/4""-10 Hex Bolt",ASTM A354 Grade BD,12.649
27,"ASTM A502 3/4"" Solid Rivet",ASTM A490,7.827
120,"Aluminum 3/4"" Turnbuckle",ASTM A490,5.993
152,"Aluminum 3/4"" Turnbuckle",ASTM F1554 Grade 36,17.901
91,"SS 1/2""-13 Hex Bolt",SAE J429 Grade 8,11.689
81,"A563 5/8"" Heavy Hex Nut",ASTM F1554 Grade 55,14.144
159,"Aluminum 3/4"" Turnbuckle",ASTM A354 Grade BD,3.089
192,"SS 3/4"" Flat Washer",ASTM A307 Grade B,9.417
54,"ASTM A502 1/2"" Solid Rivet",SAE J429 Grade 5,9.966
91,SS M12x1.75 Hex Bolt,SAE J429 Grade 8,5.353
36,"ASTM A307 3/4"" All Thread Rod",ASTM F1554 Grade 55,6.204
153,"Aluminum 3/4"" Turnbuckle",SAE J429 Grade 5,2.993
106,"ASTM A449 1/2"" Stud",ASTM F1554 Grade 36,3.055
91,"SS 3/4"" Flat Washer",ASTM A307 Grade B,4.562
143,"ASTM A502 3/4"" Solid Rivet",ASTM F1554 Grade 36,5.77
109,"ASTM A307 1/2"" All Thread Rod",ASTM A307 Grade B,14.615
59,"A563 5/8"" Heavy Hex Nut",ASTM A354 Grade BC,18.182
122,"A563 5/8"" Heavy Hex Nut",ASTM A307 Grade B,12.512
198,"SS 1/2"" Flat Washer",SAE J429 Grade 5,3.966
86,"A563 5/8"" Heavy Hex Nut",ASTM A307 Grade A,18.994
147,"SS 1/2"" Flat Washer",ASTM A490,6.724
12,"SS 1/2""-13 Hex Bolt",ASTM F1554 Grade 55,6.659
194,"ASTM A449 3/4"" Stud",SAE Grade 5,3.482
106,SS M12x1.75 Hex Bolt,SAE Grade 8,5.207
106,"ASTM A502 1/2"" Solid Rivet",SAE Grade 5,3.221
151,SS M12x1.75 Hex Bolt,ASTM B8M Class 2,15.465
24,SS M10x1.5 Hex Bolt,ASTM F1554 Grade 36,0.81
54,"A563 5/8"" Heavy Hex Nut",ASTM A354 Grade BD,13.948
29,"SS 3/4"" Flat Washer",ASTM F1554 Grade 36,7.312
157,"ASTM F1554 3/4"" Anchor Bolt",ASTM A490,7.666
120,"SS 1/4""-20 Hex Bolt",ASTM A354 Grade BC,6.171
158,"Aluminum 3/4"" Turnbuckle",ASTM A490,9.464
106,"Steel 3/4"" Turnbuckle",ASTM F1554 Grade 105,8.674
144,"A563 5/8"" Heavy Hex Nut",ASTM A307 Grade B,18.998
63,"ASTM A502 3/4"" Solid Rivet",SAE J429 Grade 8,11.612
14,"A563 3/4"" Heavy Hex Nut",SAE Grade 5,16.506
33,"SS 3/4""-10 Hex Bolt",ASTM B8 Class 1,3.987
113,"Aluminum 3/4"" Turnbuckle",ASTM A325,6.772
158,"SS 3/4"" Flat Washer",ASTM A354 Grade BD,14.082
74,"ASTM F1554 5/8"" Anchor Bolt",ASTM B8M Class 2,18.524
133,"SS 1""-8 Hex Bolt",ASTM A354 Grade BD,5.876
43,"ASTM A449 1/2"" Stud",SAE J429 Grade 2,18.851
101,SS M8x1.25 Hex Bolt,ASTM A490,7.901
31,"ASTM F1554 3/4"" Anchor Bolt",ASTM A307 Grade B,3.308
124,SS M8x1.25 Hex Bolt,ASTM F1554 Grade 105,1.424
4,"SS 3/4""-10 Hex Bolt",SAE Grade 8,5.097
6,SS M16x2.0 Hex Bolt,SAE Grade 5,8.869
70,"ASTM A307 1/2"" All Thread Rod",ASTM F1554 Grade 105,4.794
74,"ASTM A502 3/4"" Solid Rivet",ASTM A325,8.139
99,"Aluminum 3/4"" Turnbuckle",SAE Grade 5,3.986
116,"ASTM F1554 3/4"" Anchor Bolt",ASTM A490,18.998
175,"SS 3/4"" Flat Washer",ASTM B8 Class 1,5.209
115,"SS 3/4"" Flat Washer",ASTM F1554 Grade 55,16.882
1,"SS 5/8""-11 Hex Bolt",ASTM A490,9.06
129,"SS 3/4""-10 Hex Bolt",ASTM A354 Grade BC,0.726
26,"Steel 3/4"" Turnbuckle",ASTM A325,19.674
144,"ASTM A307 1/2"" All Thread Rod",ASTM A307 Grade B,16.689
190,"ASTM A307 3/4"" All Thread Rod",SAE J429 Grade 2,10.111
165,SS M12x1.75 Hex Bolt,SAE Grade 8,14.446
93,"ASTM A449 1/2"" Stud",ASTM A354 Grade BC,11.515
50,"SS 3/4"" Flat Washer",ASTM B8M Class 2,13.42
175,"SS 5/8""-11 Hex Bolt",ASTM F1554 Grade 36,14.736
121,SS M10x1.5 Hex Bolt,SAE J429 Grade 2,17.355
200,"A563 3/4"" Heavy Hex Nut",ASTM F1554 Grade 36,2.773
60,SS M16x2.0 Hex Bolt,SAE J429 Grade 8,9.524
32,"SS 1/2""-13 Hex Bolt",ASTM A354 Grade BC,5.031
14,"ASTM A307 1/2"" All Thread Rod",ASTM A307 Grade A,10.211
60,"SS 1/4""-20 Hex Bolt",ASTM A307 Grade A,2.446
46,SS M16x2.0 Hex Bolt,SAE J429 Grade 8,14.759
192,"A563 3/4"" Heavy Hex Nut",ASTM A307 Grade B,12.897
94,SS M12x1.75 Hex Bolt,ASTM A307 Grade B,16.936
174,"SS 3/4""-10 Hex Bolt",ASTM A325,10.129
19,"Aluminum 5/8"" Turnbuckle",ASTM A307 Grade B,6.491
171,"ASTM A502 1/2"" Solid Rivet",ASTM A325,8.84
153,"SS 1/2"" Flat Washer",ASTM A307 Grade B,17.326
35,"SS 1/2"" Flat Washer",SAE J429 Grade 2,17.63
117,"SS 3/4""-10 Hex Bolt",SAE J429 Grade 2,7.224
76,"SS 1/4""-20 Hex Bolt",SAE J429 Grade 2,7.619
14,"ASTM A502 3/4"" Solid Rivet",ASTM A307 Grade A,11.417
11,"SS 3/4""-10 Hex Bolt",ASTM B8 Class 1,2.617
119,"ASTM A307 1/2"" All Thread Rod",ASTM F1554 Grade 105,7.651
94,"SS 1""-8 Hex Bolt",SAE J429 Grade 8,18.84
190,"ASTM F1554 3/4"" Anchor Bolt",ASTM B8M Class 2,12.232
96,"A563 3/4"" Heavy Hex Nut",SAE J429 Grade 5,6.106
123,"Steel 5/8"" Turnbuckle",ASTM A325,14.97
146,"A563 5/8"" Heavy Hex Nut",ASTM A307 Grade A,1.958
31,"ASTM F1554 5/8"" Anchor Bolt",ASTM B8M Class 2,8.306
69,"SS 3/4"" Flat Washer",ASTM A307 Grade A,8.457
83,"Steel 5/8"" Turnbuckle",ASTM A354 Grade BC,16.579
63,"ASTM A502 1/2"" Solid Rivet",ASTM F1554 Grade 36,5.94
78,"SS 1/2"" Flat Washer",ASTM F1554 Grade 105,9.55
21,"SS 3/4"" Flat Washer",SAE J429 Grade 8,5.524
164,"SS 5/8""-11 Hex Bolt",ASTM A354 Grade BD,4.0
30,"ASTM A307 3/4"" All Thread Rod",SAE Grade 5,16.309
140,"ASTM A502 1/2"" Solid Rivet",ASTM A490,0.928
16,SS M10x1.5 Hex Bolt,SAE Grade 5,0.862
42,"ASTM A502 3/4"" Solid Rivet",ASTM A307 Grade A,0.123
109,"SS 1/2""-13 Hex Bolt",ASTM F1554 Grade 105,15.659
172,"Aluminum 3/4"" Turnbuckle",SAE J429 Grade 5,4.131
43,"ASTM A449 3/4"" Stud",SAE J429 Grade 2,17.829
151,"ASTM A449 1/2"" Stud",ASTM A354 Grade BC,19.177
59,"SS 5/8""-11 Hex Bolt",SAE Grade 5,8.978
140,"SS 1/4""-20 Hex Bolt",ASTM A490,3.073
38,SS M12x1.75 Hex Bolt,ASTM F1554 Grade 55,13.447
33,"A563 5/8"" Heavy Hex Nut",ASTM B8M Class 2,11.185
191,"SS 3/8""-16 Hex Bolt",SAE J429 Grade 5,9.539
124,"SS 1/2"" Flat Washer",ASTM F1554 Grade 36,11.134
38,"Aluminum 5/8"" Turnbuckle",ASTM B8M Class 2,19.663
66,"SS 1/2"" Flat Washer",ASTM F1554 Grade 36,10.972
69,SS M8x1.25 Hex Bolt,ASTM A307 Grade A,16.553
192,"Aluminum 5/8"" Turnbuckle",ASTM A354 Grade BC,0.156
152,"SS 1""-8 Hex Bolt",SAE J429 Grade 2,11.337
10,"Steel 5/8"" Turnbuckle",ASTM F1554 Grade 36,3.33
188,"SS 3/4""-10 Hex Bolt",ASTM B8M Class 2,19.202
57,"ASTM A307 3/4"" All Thread Rod",ASTM A354 Grade BD,19.499
157,"SS 3/4"" Flat Washer",ASTM A354 Grade BC,4.074
139,"Steel 5/8"" Turnbuckle",ASTM A354 Grade BD,11.619
119,"Aluminum 5/8"" Turnbuckle",ASTM B8 Class 1,8.238
129,"A563 3/4"" Heavy Hex Nut",ASTM A307 Grade B,13.77
54,"ASTM A449 1/2"" Stud",SAE J429 Grade 5,0.501
33,SS M8x1.25 Hex Bolt,SAE Grade 8,10.82
33,SS M12x1.75 Hex Bolt,SAE J429 Grade 8,9.832
170,"A563 5/8"" Heavy Hex Nut",ASTM F1554 Grade 105,13.416
148,"SS 3/4""-10 Hex Bolt",SAE J429 Grade 5,19.69
103,"Steel 5/8"" Turnbuckle",SAE Grade 8,6.303
117,SS M10x1.5 Hex Bolt,SAE J429 Grade 5,18.555
79,"SS 3/4"" Flat Washer",ASTM F1554 Grade 55,13.59
199,SS M16x2.0 Hex Bolt,ASTM F1554 Grade 36,15.747
105,"Steel 3/4"" Turnbuckle",ASTM F1554 Grade 55,16.027
139,SS M8x1.25 Hex Bolt,SAE Grade 8,4.013
138,"ASTM F1554 3/4"" Anchor Bolt",SAE Grade 8,11.577
88,"SS 1/2"" Flat Washer",SAE Grade 5,3.738
14,"SS 3/4"" Flat Washer",SAE J429 Grade 5,0.398
139,"SS 3/4"" Flat Washer",SAE Grade 8,18.372
102,"SS 5/8""-11 Hex Bolt",ASTM A354 Grade BD,10.416
163,"ASTM F1554 3/4"" Anchor Bolt",SAE J429 Grade 8,19.068
3,"ASTM A502 3/4"" Solid Rivet",ASTM F1554 Grade 105,10.993
155,"ASTM F1554 3/4"" Anchor Bolt",SAE J429 Grade 8,9.387
22,"SS 3/8""-16 Hex Bolt",SAE J429 Grade 8,18.23
60,"Steel 3/4"" Turnbuckle",ASTM B8M Class 2,2.493
81,SS M8x1.25 Hex Bolt,ASTM A490,14.517
150,"ASTM A502 1/2"" Solid Rivet",SAE J429 Grade 2,9.703
94,"A563 5/8"" Heavy Hex Nut",SAE J429 Grade 8,10.64
112,"Steel 5/8"" Turnbuckle",SAE Grade 8,1.468
158,"ASTM A449 1/2"" Stud",SAE J429 Grade 8,15.646
123,"ASTM A449 1/2"" Stud",SAE J429 Grade 2,13.777
163,"ASTM A307 3/4"" All Thread Rod",ASTM B8M Class 2,12.679
193,"ASTM A449 3/4"" Stud",SAE Grade 8,17.429
39,"ASTM A307 3/4"" All Thread Rod",ASTM F1554 Grade 105,4.601
61,"SS 1/2"" Flat Washer",ASTM A307 Grade B,4.56
98,SS M10x1.5 Hex Bolt,SAE J429 Grade 5,18.907
49,"SS 1""-8 Hex Bolt",ASTM B8 Class 1,19.496
12,"ASTM A307 1/2"" All Thread Rod",ASTM A325,16.093
172,"SS 1/2""-13 Hex Bolt",SAE J429 Grade 8,3.244
150,"SS 1/4""-20 Hex Bolt",SAE J429 Grade 8,12.159
177,"SS 1""-8 Hex Bolt",ASTM B8 Class 1,7.665
46,"ASTM F1554 3/4"" Anchor Bolt",ASTM A307 Grade A,9.939
33,"SS 1/2"" Flat Washer",ASTM B8M Class 2,15.155
109,"Steel 5/8"" Turnbuckle",ASTM B8 Class 1,0.288
75,SS M16x2.0 Hex Bolt,SAE Grade 5,0.156
82,ASTM A307 M12 All Thread Rod,ASTM F1554 Grade 105,1.179
28,"SS 1/4""-20 Hex Bolt",ASTM A490,8.381
188,"SS 5/8""-11 Hex Bolt",ASTM A490,3.885
16,SS M10x1.5 Hex Bolt,ASTM F1554 Grade 105,11.101
31,"ASTM A307 1/2"" All Thread Rod",SAE Grade 8,15.679
113,"A563 3/4"" Heavy Hex Nut",ASTM F1554 Grade 36,1.497
124,"SS 3/8""-16 Hex Bolt",ASTM A307 Grade B,17.553
122,"ASTM A449 1/2"" Stud",SAE J429 Grade 5,3.032
64,"ASTM F1554 5/8"" Anchor Bolt",ASTM A307 Grade B,14.107
149,"ASTM A449 1/2"" Stud",ASTM B8 Class 1,4.12
40,"SS 1/2"" Flat Washer",ASTM A307 Grade A,9.002
85,"ASTM A307 3/4"" All Thread Rod",SAE Grade 8,3.76
82,ASTM A307 M12 All Thread Rod,SAE J429 Grade 2,13.943
138,"SS 5/8""-11 Hex Bolt",ASTM A354 Grade BD,16.577
1,"ASTM A307 1/2"" All Thread Rod",SAE Grade 8,18.177
71,"SS 3/4""-10 Hex Bolt",ASTM B8 Class 1,3.278
187,"ASTM A307 3/4"" All Thread Rod",ASTM F1554 Grade 36,9.115
192,"ASTM A307 3/4"" All Thread Rod",SAE Grade 8,12.425
51,SS M8x1.25 Hex Bolt,SAE J429 Grade 2,9.87
152,"Aluminum 5/8"" Turnbuckle",ASTM A490,3.462
190,SS M12x1.75 Hex Bolt,ASTM F1554 Grade 105,5.476
8,"A563 5/8"" Heavy Hex Nut",ASTM A354 Grade BC,19.378
50,"ASTM A307 3/4"" All Thread Rod",ASTM B8 Class 1,6.347
28,SS M10x1.5 Hex Bolt,ASTM A354 Grade BC,19.885
63,"ASTM A307 3/4"" All Thread Rod",ASTM F1554 Grade 105,3.338
161,"SS 5/8""-11 Hex Bolt",ASTM F1554 Grade 105,19.02
55,"Aluminum 3/4"" Turnbuckle",ASTM F1554 Grade 55,11.772
155,"ASTM A449 3/4"" Stud",ASTM F1554 Grade 105,1.757
146,"SS 3/4"" Flat Washer",ASTM F1554 Grade 55,19.009
160,"ASTM A449 3/4"" Stud",ASTM A307 Grade A,2.451
64,"Steel 5/8"" Turnbuckle",SAE J429 Grade 2,2.047
28,"Steel 3/4"" Turnbuckle",SAE J429 Grade 8,7.667
140,"SS 1/2"" Flat Washer",ASTM A325,4.9
43,SS M8x1.25 Hex Bolt,SAE Grade 8,3.307
123,SS M8x1.25 Hex Bolt,SAE J429 Grade 8,7.191
130,"SS 1/2"" Flat Washer",ASTM F1554 Grade 36,2.688
172,SS M12x1.75 Hex Bolt,ASTM B8M Class 2,2.192
96,SS M10x1.5 Hex Bolt,ASTM F1554 Grade 55,15.344
25,"ASTM F1554 5/8"" Anchor Bolt",SAE Grade 8,10.582
46,"ASTM A449 3/4"" Stud",ASTM F1554 Grade 55,0.907
196,"ASTM A449 3/4"" Stud",ASTM F1554 Grade 55,7.701
99,"SS 1/2"" Flat Washer",ASTM F1554 Grade 55,2.899
22,"ASTM F1554 5/8"" Anchor Bolt",ASTM F1554 Grade 36,16.32
152,"Aluminum 3/4"" Turnbuckle",SAE Grade 8,12.462
13,"ASTM F1554 3/4"" Anchor Bolt",ASTM F1554 Grade 105,15.148
39,"SS 3/4"" Flat Washer",ASTM F1554 Grade 36,6.163
160,"ASTM A307 1/2"" All Thread Rod",ASTM A354 Grade BD,13.275
99,SS M16x2.0 Hex Bolt,ASTM A354 Grade BC,15.053
26,"ASTM A449 3/4"" Stud",ASTM F1554 Grade 55,18.497
6,"ASTM A502 3/4"" Solid Rivet",ASTM B8M Class 2,19.03
20,"Steel 5/8"" Turnbuckle",ASTM F1554 Grade 36,19.905
86,"SS 1""-8 Hex Bolt",ASTM F1554 Grade 105,18.268
71,ASTM A307 M12 All Thread Rod,ASTM F1554 Grade 36,15.163
110,"ASTM A307 1/2"" All Thread Rod",SAE J429 Grade 5,0.712
121,"ASTM A449 1/2"" Stud",ASTM F1554 Grade 55,16.298
185,"Steel 5/8"" Turnbuckle",ASTM A354 Grade BC,8.264
159,"ASTM A502 3/4"" Solid Rivet",ASTM A307 Grade A,13.398
97,SS M8x1.25 Hex Bolt,ASTM A325,0.762
185,"ASTM A307 1/2"" All Thread Rod",ASTM A490,16.267
6,"ASTM A449 1/2"" Stud",ASTM A307 Grade A,8.759
151,"ASTM A449 1/2"" Stud",ASTM F1554 Grade 55,13.253
62,SS M16x2.0 Hex Bolt,SAE Grade 5,18.677
171,"SS 3/4""-10 Hex Bolt",ASTM A490,7.357
112,"ASTM A449 3/4"" Stud",ASTM A307 Grade A,13.866
152,"SS 1""-8 Hex Bolt",SAE Grade 5,9.217
165,"SS 1/4""-20 Hex Bolt",SAE J429 Grade 5,1.332
116,"SS 3/8""-16 Hex Bolt",ASTM B8 Class 1,0.798
126,"ASTM A502 3/4"" Solid Rivet",ASTM A307 Grade B,18.104
8,"A563 5/8"" Heavy Hex Nut",ASTM A354 Grade BD,2.758
50,"Steel 5/8"" Turnbuckle",ASTM A354 Grade BD,13.024
176,"A563 5/8"" Heavy Hex Nut",SAE Grade 8,7.221
65,SS M8x1.25 Hex Bolt,ASTM A354 Grade BC,7.807
106,"A563 5/8"" Heavy Hex Nut",SAE J429 Grade 2,13.871
188,"Steel 5/8"" Turnbuckle",SAE J429 Grade 2,14.227
7,"A563 5/8"" Heavy Hex Nut",SAE Grade 5,18.228
102,"SS 1/2"" Flat Washer",SAE Grade 5,3.157
24,"Aluminum 3/4"" Turnbuckle",ASTM A307 Grade A,19.439
189,"ASTM A502 1/2"" Solid Rivet",SAE Grade 5,13.023
137,"SS 5/8""-11 Hex Bolt",ASTM A490,2.213
128,"SS 1/4""-20 Hex Bolt",ASTM F1554 Grade 55,11.618
194,"SS 5/8""-11 Hex Bolt",ASTM A354 Grade BC,2.624
20,"SS 3/8""-16 Hex Bolt",SAE J429 Grade 2,8.216
9,"SS 1/4""-20 Hex Bolt",ASTM B8M Class 2,5.519
58,"ASTM A502 1/2"" Solid Rivet",SAE J429 Grade 8,1.679
48,"SS 5/8""-11 Hex Bolt",ASTM A354 Grade BC,13.801
181,"Steel 5/8"" Turnbuckle",ASTM A307 Grade A,4.563
104,"ASTM A307 1/2"" All Thread Rod",SAE Grade 5,6.154
146,ASTM A307 M12 All Thread Rod,SAE Grade 5,4.199
44,"Steel 3/4"" Turnbuckle",ASTM F1554 Grade 105,5.369
181,"SS 1/2""-13 Hex Bolt",SAE Grade 5,6.046
80,"Aluminum 3/4"" Turnbuckle",ASTM A354 Grade BD,2.048
177,"Steel 3/4"" Turnbuckle",ASTM F1554 Grade 55,7.967
146,SS M10x1.5 Hex Bolt,SAE J429 Grade 8,7.12
141,ASTM A307 M12 All Thread Rod,ASTM A307 Grade B,13.867
